step,elapsed_sec,action,observed_protocol,throughput_mbps,rtt_ms,smoothed_rtt,cwnd,loss_rate,reward
101,4.723809,yeah,yeah,1.167,663.695,708.011,77.0,0.0,-65.2025
102,4.78739,yeah,yeah,1.167,713.203,705.57,78.0,0.0,-70.1533
103,4.822268,yeah,yeah,1.152,726.139,709.037,78.0,0.0,-71.4619
104,4.84857,yeah,yeah,1.14,723.485,713.05,79.0,0.0,-71.2085
105,4.907739,yeah,yeah,1.137,773.703,720.632,79.0,0.0,-76.2333
106,4.931909,yeah,yeah,1.097,734.247,722.898,80.0,0.0,-72.32770000000001
107,4.98704,yeah,yeah,1.089,789.444,731.216,80.0,0.0,-77.8554
108,5.031798,yeah,yeah,1.09,776.36,753.331,81.0,0.0,-76.546
109,5.097827,yeah,yeah,1.146,771.318,752.43,82.0,0.0,-75.9858
110,5.123989,yeah,yeah,1.074,767.862,760.701,82.0,0.0,-75.7122
111,5.156327,yeah,yeah,1.116,750.067,761.923,83.0,0.0,-73.89070000000001
112,5.208534,yeah,yeah,1.097,802.229,766.961,83.0,0.0,-79.12590000000002
113,5.236869,yeah,yeah,1.046,822.448,778.472,84.0,0.0,-81.19879999999999
114,5.287249,yeah,yeah,1.054,843.989,795.607,85.0,0.0,-83.34490000000001
115,5.330854,yeah,yeah,1.016,862.718,803.996,85.0,0.0,-85.2558
116,5.357993,yeah,yeah,1.031,852.079,817.637,86.0,0.0,-84.17689999999999
117,5.389111,yeah,yeah,1.035,846.176,823.572,87.0,0.0,-83.58260000000001
118,5.453106,yeah,yeah,1.027,872.03,832.033,88.0,0.0,-86.176
119,5.484799,yeah,yeah,0.992,856.299,841.097,89.0,0.0,-84.6379
120,5.535036,yeah,yeah,1.015,906.576,849.286,89.0,0.0,-89.6426
121,5.565956,yeah,yeah,1.009,889.243,862.883,91.0,0.0,-87.91530000000002
122,5.599399,yeah,yeah,1.003,894.618,869.484,91.0,0.0,-88.45880000000001
123,5.644149,yeah,yeah,0.997,920.215,878.578,92.0,0.0,-91.0245
124,5.674322,yeah,yeah,0.986,934.277,890.099,93.0,0.0,-92.44170000000001
125,5.716237,yeah,yeah,0.967,912.945,894.911,93.0,0.0,-90.32750000000001
126,5.753275,yeah,yeah,1.004,904.798,898.112,95.0,0.0,-89.4758
127,5.816204,yeah,yeah,1.011,908.408,899.399,95.0,0.0,-89.8298
128,5.854898,yeah,yeah,1.016,939.275,904.505,96.0,0.0,-92.9115
129,5.900518,yeah,yeah,1.043,890.284,902.417,97.0,0.0,-87.9854
130,5.934653,yeah,yeah,1.049,890.403,899.787,99.0,0.0,-87.9913
131,5.986415,yeah,yeah,1.041,883.417,905.105,99.0,0.0,-87.3007
132,6.046638,yeah,yeah,1.075,922.118,907.231,101.0,0.0,-91.13680000000001
133,6.075658,yeah,yeah,1.044,919.469,912.309,102.0,0.0,-90.90290000000002
134,6.150697,yeah,yeah,1.099,935.616,912.297,103.0,0.0,-92.4626
135,6.21493,yeah,yeah,1.079,884.283,915.033,105.0,0.0,-87.34930000000001
136,6.27942,yeah,yeah,1.093,945.829,914.843,106.0,0.0,-93.48989999999999
137,6.314414,yeah,yeah,1.075,949.451,927.35,108.0,0.0,-93.87010000000001
138,6.34683,yeah,yeah,1.077,942.99,930.212,109.0,0.0,-93.22200000000001
139,6.384521,yeah,yeah,1.116,916.37,932.023,111.0,0.0,-90.521
140,6.453671,yeah,yeah,1.116,915.856,927.994,112.0,0.0,-90.4696
141,6.485738,yeah,yeah,1.133,950.54,929.179,113.0,0.0,-93.921
142,6.538027,yeah,yeah,1.107,982.207,937.152,114.0,0.0,-97.11370000000001
143,6.565352,yeah,yeah,1.064,965.906,945.465,115.0,0.0,-95.5266
144,6.62461,yeah,yeah,1.091,980.569,952.092,116.0,0.0,-96.9659
145,6.698703,yeah,yeah,1.156,982.474,960.285,119.0,0.0,-97.09140000000001
146,6.723885,yeah,yeah,1.114,970.832,967.831,121.0,0.0,-95.9692
147,6.754239,yeah,yeah,1.116,938.099,966.103,122.0,0.0,-92.69390000000001
148,6.818705,yeah,yeah,1.158,963.696,964.082,124.0,0.0,-95.2116
149,6.844222,yeah,yeah,1.154,967.779,964.544,124.0,0.0,-95.6239
150,6.883997,yeah,yeah,1.153,983.928,967.709,127.0,0.0,-97.2398
151,6.934962,yeah,yeah,1.154,1019.699,975.347,127.0,0.0,-100.8159
152,6.986894,yeah,yeah,1.125,1052.494,984.991,129.0,0.0,-104.1244
153,7.010043,yeah,yeah,1.102,1023.572,992.476,130.0,0.0,-101.2552
154,7.074841,yeah,yeah,1.113,1088.471,1009.739,131.0,0.0,-107.73410000000001
155,7.152156,yeah,yeah,1.138,1076.113,1025.125,134.0,0.0,-106.47330000000001
156,7.186236,yeah,yeah,1.164,1027.487,1035.014,136.0,0.0,-101.58470000000001
157,7.216299,yeah,yeah,1.131,1057.639,1038.888,137.0,0.0,-104.63289999999999
158,7.268609,yeah,yeah,1.128,1109.444,1047.707,137.0,0.0,-109.8164
