step,elapsed_sec,action,observed_protocol,throughput_mbps,rtt_ms,smoothed_rtt,cwnd,loss_rate,reward
183,8.125911,hybla,hybla,1.135,1601.355,1562.572,205.0,0.0,-159.00050000000002
184,8.154269,hybla,hybla,1.101,1595.295,1576.601,208.0,0.0,-158.4285
185,8.21701,hybla,hybla,1.111,1657.822,1586.754,209.0,0.0,-164.6712
186,8.274515,hybla,hybla,1.092,1634.444,1605.72,212.0,0.0,-162.3524
187,8.311097,hybla,hybla,1.115,1646.281,1616.151,215.0,0.0,-163.5131
188,8.354301,hybla,hybla,1.117,1602.353,1619.951,218.0,0.0,-159.11830000000003
189,8.396453,hybla,hybla,1.129,1641.396,1622.791,220.0,0.0,-163.0106
190,8.440942,hybla,hybla,1.115,1635.039,1624.322,221.0,0.0,-162.3889
191,8.504455,hybla,hybla,1.118,1688.442,1637.668,223.0,0.0,-167.7262
192,8.536696,hybla,hybla,1.098,1699.621,1653.574,224.0,0.0,-168.8641
193,8.579593,hybla,hybla,1.103,1673.596,1663.279,227.0,0.0,-166.2566
194,8.624488,hybla,hybla,1.118,1718.564,1672.925,229.0,0.0,-170.7384
195,8.66585,hybla,hybla,1.133,1690.906,1680.25,232.0,0.0,-167.95759999999999
196,8.703934,hybla,hybla,1.132,1707.896,1685.759,234.0,0.0,-169.6576
197,8.748601,hybla,hybla,1.126,1745.484,1693.225,235.0,0.0,-173.4224
198,8.834076,hybla,hybla,1.111,1749.527,1724.7,238.0,0.0,-173.84170000000003
199,8.864714,hybla,hybla,1.104,1760.539,1733.22,241.0,0.0,-174.94989999999999
200,8.932744,hybla,hybla,1.104,1799.079,1747.636,243.0,0.0,-178.8039
201,8.984895,hybla,hybla,1.093,1830.029,1763.792,245.0,0.0,-181.90990000000002
202,9.022029,hybla,hybla,1.112,1787.481,1776.159,248.0,0.0,-177.63610000000003
203,9.074016,hybla,hybla,1.115,1839.439,1784.071,249.0,0.0,-182.8289
204,9.104051,hybla,hybla,1.101,1796.447,1802.818,252.0,0.0,-178.5437
205,9.143772,hybla,hybla,1.125,1789.078,1800.519,255.0,0.0,-177.7828
206,9.204631,hybla,hybla,1.137,1850.065,1807.098,257.0,0.0,-183.86950000000002
207,9.244538,hybla,hybla,1.103,1839.182,1823.993,259.0,0.0,-182.8152
208,9.273965,hybla,hybla,1.11,1851.949,1831.083,261.0,0.0,-184.0849
209,9.30507,hybla,hybla,1.114,1868.272,1840.215,263.0,0.0,-185.7132
210,9.354757,hybla,hybla,1.116,1895.268,1849.928,264.0,0.0,-188.4108
211,9.382995,hybla,hybla,1.106,1909.21,1862.302,265.0,0.0,-189.81500000000003
212,9.421988,hybla,hybla,1.092,1927.531,1878.006,267.0,0.0,-191.6611
213,9.463836,hybla,hybla,1.094,1947.403,1889.436,268.0,0.0,-193.64630000000002
214,9.496697,hybla,hybla,1.088,1961.309,1907.388,271.0,0.0,-195.0429
215,9.535913,hybla,hybla,1.113,1941.497,1919.432,273.0,0.0,-193.03670000000002
216,9.585131,hybla,hybla,1.104,1980.084,1927.013,274.0,0.0,-196.9044
217,9.621801,hybla,hybla,1.111,1967.568,1938.523,277.0,0.0,-195.6458
218,9.664129,hybla,hybla,1.118,1948.708,1942.1,280.0,0.0,-193.75280000000004
219,9.719433,hybla,hybla,1.118,2004.308,1949.876,281.0,0.0,-199.3128
220,9.794234,hybla,hybla,1.1,2052.301,1973.003,284.0,0.0,-204.1301
221,9.832362,hybla,hybla,1.113,2005.895,1990.153,287.0,0.0,-199.47650000000002
222,9.885399,hybla,hybla,1.118,2041.415,1996.499,289.0,0.0,-203.0235
223,9.923777,hybla,hybla,1.109,2039.535,2008.784,291.0,0.0,-202.8445
224,9.988986,hybla,hybla,1.097,2104.728,2026.335,293.0,0.0,-209.3758
225,10.025191,hybla,hybla,1.096,2089.919,2045.974,295.0,0.0,-207.89589999999998
226,10.071125,hybla,hybla,1.097,2135.404,2057.153,296.0,0.0,-212.4434
227,10.096533,hybla,hybla,1.1,2105.801,2072.243,299.0,0.0,-209.48010000000002
228,10.136271,hybla,hybla,1.098,2121.35,2082.49,301.0,0.0,-211.03699999999998
229,10.165429,hybla,hybla,1.1,2096.609,2089.209,303.0,0.0,-208.5609
230,10.19393,hybla,hybla,1.109,2118.822,2093.992,305.0,0.0,-210.7732
231,10.245696,hybla,hybla,1.11,2119.944,2103.562,306.0,0.0,-210.8844
